token,count
monopolized,1
monopoly,36
monopsony,2
monpere,3
monrovia,2
monsanto,2
monsen,2
monsoon,4
monster,12
mont,2
montagne,1
montali,64
montana,18
monte,17
montee,2
monterey,5
montgomery,8
month,850
monthlong,2
monthly,123
months,729
montina,1
montovano,8
montpelier,1
montylawfirm,1
monument,8
monumental,2
monumentally,1
monuments,2
mood,21
moody,51
moodys,1
moomaw,3
moon,1
mooney,1
moonlighted,1
moore,30
moosen,2
moot,11
moped,3
mopep,6
moraga,12
morain,66
moraine,2
moral,7
morale,1
morales,8
morals,2
moratorium,15
moratoriums,1
more,3770
moreno,5
moreover,52
moretti,1
morgado,1
morgan,52
morgridge,6
mori,1
moribund,2
morin,3
moritzen,1
morning,202
mornings,5
morningstar,2
moron,2
morrell,5
morris,42
morrison,28
morro,16
morrow,6
morse,4
mortality,2
mortar,4
morten,2
mortgage,5
mortgages,2
mortgaging,2
mortimer,1
mortimers,1
morton,39
mosaic,11
mosaicgroupinc,2
moscone,2
moscow,2
moseley,2
moses,2
mosher,2
moskovitz,1
mosman,1
moss,20
most,1190
mostly,61
mothball,12
mothballed,9
mothballs,1
mother,12
mothers,1
motion,102
motioned,3
motions,2
motivate,2
motivated,3
motivates,1
motivating,1
motivation,2
motive,8
motives,10
motley,4
motor,18
motorcycle,3
motoring,3
motorist,12
motorists,40
motorized,7
motors,6
motto,3
mou,18
mount,29
mountain,15
mountainous,5
mountains,10
mountaintop,5
mountainview,4
mounted,5
mounting,54
mountjoy,2
mourdant,2
mourning,2
mouse,5
mouth,2
mouths,5
move,419
moved,109
movement,41
movements,3
mover,8
moves,79
movie,14
movies,13
moving,131
mozambique,2
mozingo,3
mpa,2
mpalmer,29
mparker,1
mpc,3
mpeg,1
mpetroch,2
mpg,3
mpua,1
mpuc,10
mr,686
mreddy,1
mrha,2
mrmonagan,2
mrobicha,2
mrs,10
mrt,4
mrwassoc,4
ms,80
msa,3
msandalow,2
msc,13
mscnx,2
mscrivner,1
mseb,34
msebs,1
msg,1
msgs,4
mshpc,2
msmbx,2
msmith,10
msmsw,1
msn,3
msnbc,3
msplug,1
mt,1
mtaugher,3
mtbe,1
mtg,6
mtm,4
mtv,2
much,1402
muddied,7
muddies,2
muddling,1
mueller,6
muench,9
mug,3
muir,2
muito,2
mujica,3
muktesh,1
mules,2
mulkern,1
mulkey,3
mull,12
mullen,2
muller,16
mulligan,11
mulling,2
mult,1
multi,27
multibillion,77
multicast,1
multicounty,2
multifaceted,3
multilateral,2
multimedia,2
multimillion,9
multimillionaires,1
multinational,4
multinationals,4
multipart,4
multiple,40
multiples,1
multiplied,4
multiplier,7
multiply,8
multiplying,3
multipollutant,1
multistate,2
multitude,3
multivariate,1
multivolume,1
multiyear,2
mum,2
mumbai,5
munch,2
mundane,4
muni,9
munich,1
municipal,207
municipalities,6
municipalize,2
municipally,7
municipals,6
munies,3
munificent,1
munis,4
munk,1
munoz,3
munroe,9
muratos,4
murder,9
murderers,1
murders,2
murkowski,18
murky,13
murphy,28
murray,31
murrieta,5
musch,2
muscle,6
muscled,2
muscular,5
mused,5
museler,3
museum,6
museums,2
musharraf,6
mushroom,1
mushrooming,3
music,26
musical,4
musician,2
muslims,1
muss,1
must,545
muster,9
mutant,2
mute,2
muted,10
mutiny,12
muttering,4
mutual,18
mutually,4
mvrafter,2
mw,226
mwe,12
mweitzman,1
mwh,88
mwhr,2
mwilson,1
mws,7
mx,2
my,623
myacker,2
myconcern,1
myers,4
myhomekey,4
myi,3
myna,1
myriad,10
myron,7
myself,33
mysterious,3
mystery,3
mystic,4
myth,2
mythic,1
mythical,1
myths,8
mzapler,7
n,174
na,1203
naacp,7
nablus,2
nabors,2
nacht,2
nacogdoches,1
nader,2
naderite,4
nadu,1
naero,4
naeve,1
nagpra,1
nahou,7
nai,1
nail,2
nailed,6
nailia,9
nailing,1
naive,4
naively,1
naked,2
nam,7
name,243
named,114
namely,14
nameplate,2
names,68
namesake,3
naming,10
nan,8
nancy,133
nanosecond,1
nap,3
napa,7
napedersen,5
naphan,5
naphtha,2
narayanan,1
narrative,4
narrator,2
narrow,24
narrowed,8
narrower,2
narrowing,1
narrowly,9
narsimha,2
naruc,8
nary,1
nasa,1
nascent,1
nasdaq,26
nashville,2
nasim,4
nasional,1
nassau,4
nassco,6
nasser,2
nasty,12
nasuca,1
nat,8
nate,9
naten,1
natgas,2
nathalie,2
nathan,4
nation,303
national,444
nationalization,15
nationalized,1
nationalizing,5
nationally,15
nationals,2
nations,10
nationwide,92
native,17
nato,6
natsource,2
natural,1547
naturally,14
nature,63
nauseous,2
naval,13
navarro,9
naveen,2
navigable,1
navigant,4
navigate,6
navigates,5
navigating,4
navigation,1
navin,7
navy,16
nay,7
naylor,1
naysayers,1
nazi,2
nb,1
nbc,9
nbp,16
nbpl,11
nbr,1
nc,1
nctimes,2
nd,24
ne,19
neal,3
near,416
nearby,37
nearest,3
nearing,9
nearly,484
nears,2
neat,5
neb,10
nebraska,20
necessarily,55
necessary,228
necessitate,1
necessitates,1
necessities,2
necessity,7
necupuc,4
ned,1
nederlandse,6
need,1042
needed,458
needham,1
needing,4
needles,1
needless,5
needn,5
needs,533
neel,10
neeper,4
neepool,8
neg,7
negativada,1
negative,109
negatively,6
negatives,5
negativity,1
negativo,1
negawatt,2
negawatts,9
neglect,3
neglected,12
neglecting,2
negligence,3
negligible,1
negotiate,111
negotiated,62
negotiating,136
negotiation,19
negotiations,309
negotiator,39
negotiators,28
nei,1
neighbor,14
neighborhood,81
neighborhoods,30
neighboring,32
neighbors,44
neighbouring,1
neil,32
neill,7
neither,46
nellis,2
nelsen,1
nelson,88
nemec,4
nemesis,1
nemtzow,2
neon,3
neosoft,1
nepal,2
nepco,6
nepd,10
nepool,4
nera,2
nerc,153
nersesian,26
nerve,1
nervous,14
nervously,5
nervousness,3
nesa,3
nesanet,6
neslage,26
ness,14
net,285
neta,3
netatlantic,2
netcom,2
netherlands,34
netherton,1
netkin,4
nets,2
netscape,1
nettelton,12
nettie,45
netting,4
network,252
networking,5
networks,19
neubauer,2
neuer,1
neufeld,3
neustaedter,9
neutral,15
neutralized,2
nev,17
nevada,145
never,214
nevertheless,54
nevius,2
new,2879
newark,3
newcomer,3
newcomers,6
newell,6
newenergy,7
newer,4
newest,10
newhouse,3
newick,1
newlin,1
newly,76
newport,14
newpower,7
news,1121
newscast,2
newscom,71
newsdata,6
newsday,8
newsdesk,1
newsedge,34
newsemail,1
newsfeed,1
newsletter,33
newsletters,4
newsmaker,5
newsome,18
newspaper,30
newspapers,37
newsprint,1
newsreleases,1
newsroom,12
newsrooms,1
newssearch,4
newsstands,1
newsweek,1
newswire,29
newswires,151
newt,2
newton,2
newwest,2
newwestenergy,8
next,1062
nfl,8
nformanek,4
ng,5
nga,1
ngc,20
ngccorp,2
ngl,5
ngls,2
ngo,6
ngos,2
ngp,4
ngpl,6
ngrid,1
ngsa,1
nguyen,6
nh,2
nhl,1
ni,2
nia,6
niagara,4
nibble,2
nice,55
nicely,6
nicer,4
niceties,2
niche,5
nicholas,30
nichols,4
nick,27
nickel,17
nickerson,2
nicki,3
nickles,1
nicknamed,1
nico,1
nicola,3
nicolay,49
nicole,4
nicor,4
niel,1
nielsen,2
niesler,2
nigel,6
nigeria,10
night,128
nightingale,2
nightmare,17
nightmares,3
nights,7
nighttime,1
niguel,21
nikkan,3
nikkei,4
niles,5
nimba,1
nimby,2
nimda,2
nimocks,11
nina,2
nine,78
niness,1
ninet,2
ninety,2
ninja,3
ninth,8
nip,1
nipper,1
nippon,1
nipsco,1
nirvana,5
nisource,2
nissenbaum,12
nitrogen,42
nixon,32
nizations,2
nj,4
nje,1
nkmorgado,1
nl,6
nlimbrei,2
nm,1
nma,3
nmail,1
nng,13
no,1771
noaki,3
noam,2
nobel,2
noble,10
nobody,55
nocturnal,3
nod,15
nodal,28
nodding,3
noel,1
noia,2
noise,20
noises,6
noisy,1
nokia,10
nolle,1
nolles,1
nolte,4
nomad,1
nominal,3
nominate,10
nominated,8
nominates,2
nomination,32
nominations,12
nominee,5
nominees,13
non,209
nonbinding,2
nonbypassable,1
noncommittal,5
noncompetition,2
noncompliance,2
nondisclosure,2
nondiscriminatory,2
none,90
nonemergency,24
nonessential,5
nonetheless,35
nonevent,2
nonexistent,1
nonfunctioning,3
nongeneration,1
nongovernmental,1
noninterruptible,5
nonmilitary,9
nonnuclear,3
nonpartisan,5
nonpayment,30
nonpeak,2
nonprofit,33
nonregulated,2
nonsense,9
nonstop,3
nontraded,1
nontraditional,2
nonviolent,2
noon,18
noonan,3
noonish,1
nopr,9
nor,83
nora,18
noram,1
nord,8
nordic,6
nordinvest,1
nordrhein,1
nordstrom,4
nork,1
norm,3
norma,2
normal,73
normally,53
norman,8
norrish,8
norske,2
norte,7
north,245
northamerica,5
northbrook,2
northeast,64
northeastern,10
northern,172
northridge,12
northwest,251
northwestern,3
northwesterners,2
norton,3
norway,15
norwegian,6
norwood,3
nos,2
nose,19
nosed,1
noses,2
noske,10
not,5413
notable,6
notably,12
notch,9
notches,13
note,178
notebo,1
notebook,24
noted,109
notes,71
notesaddr,1
noteworthy,2
nothing,228
notice,245
noticeable,8
noticeably,2
noticed,11
notices,11
notification,48
notifications,4
notified,21
notifies,5
notify,63
notifying,7
noting,30
notion,54
notional,6
notorious,4
notoriously,12
notprinteditnews,1
notre,1
nots,1
notwithstanding,5
nov,50
nova,7
novak,3
novas,1
novel,11
novelist,2
novelty,3
november,301
novosel,82
now,1382
nowadays,3
nowhere,25
nowlan,4
nox,14
np,3
npa,5
npc,1
npcc,1
nplotkin,2
npng,5
npr,2
npw,2
nr,6
nra,4
nrc,1
nreca,4
nrg,19
nrsc,4
ns,7
nsc,5
nsf,6
nsm,1
nsp,5
nstar,6
nstaronline,2
nt,6
nu,1
nuanced,2
nuances,2
nuclear,134
nucleus,4
nucor,2
nugent,2
nuggets,2
nuisance,3
nullified,2
nullify,5
number,460
numbering,2
numbers,87
numerical,5
numerically,1
numerous,49
nurse,3
nursery,3
nursing,30
nusco,4
nussle,3
nut,3
nutshell,4
nutt,1
nuys,8
nv,13
nw,12
nwe,3
nwfusion,8
nwlink,2
nwn,1
nww,6
nwwsubscribe,3
nxe,2
ny,118
nyc,2
nycomed,2
nye,3
nyios,2
nymex,38
nyse,41
nyssa,2
nyt,3
nytimes,24
o,308
oak,4
oakland,35
oaks,69
oasis,10
oati,7
oats,3
oba,5
obey,3
obeying,4
obispo,11
obituaries,5
objattph,1
object,13
objected,40
objection,8
objectionable,7
objections,16
objective,12
objectively,4
objectives,7
objectivity,2
objects,8
obligated,3
obligates,1
obligation,76
obligations,61
oblige,1
obliged,13
oblivion,4
oblivious,2
obscene,7
obscenely,2
obscure,7
obscuring,2
observation,4
observations,9
observe,4
observed,28
observer,4
observers,18
observes,1
observing,1
obsessed,3
obsolete,4
obst,1
obstacle,6
obstacles,15
obstinate,1
obstruct,3
obstructionist,2
obstructive,3
obtain,93
obtained,56
obtaining,15
obtains,2
obvious,36
obviously,48
oc,43
occ,3
occasion,14
occasional,17
occasionally,10
occasions,21
occassionally,1
occidental,8
occupants,7
occupied,5
occupies,5
occupy,6
occur,99
occurred,47
occurrence,8
occurring,24
occurs,17
ocean,13
oceanic,1
oceans,2
oceanside,4
oconnorhannan,1
ocorrer,1
ocregister,5
oct,91
october,182
ocurred,1
odd,5
oddest,1
oddities,1
oddly,7
odds,49
odessa,2
odious,1
odom,1
odor,7
odorization,2
oea,2
oec,1
oecd,4
of,33111
ofccp,2
ofelia,1
oferecer,1
off,1110
offended,7
offending,8
offense,3
offensive,11
offer,278
offered,189
offering,145
offerings,10
offers,141
offhand,1
offical,2
office,638
officeholder,8
officer,184
officers,49
offices,85
official,163
officially,6
officials,1256
offline,92
offload,2
offpeak,1
offs,7
offscreen,2
offset,50
offsets,13
offsetting,5
offshore,21
offsite,1
offsites,1
offspring,2
ofgem,1
ofs,2
oft,3
often,200
ogden,5
ogenyi,2
ogs,1
oh,33
oharen,4
ohio,37
ohta,3
oii,18
oil,275
oilfield,1
oilman,3
oilmen,9
oilseed,4
ointment,1
ok,84
okay,10
okayed,2
okd,4
okla,37
oklahoma,16
oks,24
ol,4
old,237
older,34
oldest,6
ole,3
oligopolist,1
oligopoly,5
olin,5
olinda,6
olinde,2
oliver,7
oller,2
ollila,1
ollowing,1
olsen,1
olson,47
olvera,1
omaha,14
omb,4
ombudsman,7
ominous,8
omissions,3
omited,1
omitted,6
omni,5
omosheyin,4
on,11310
onboard,1
once,337
oncoming,3
ondarza,2
one,2395
oneok,15
onerous,6
ones,52
onetime,3
ongc,9
ongoing,69
online,206
onlinemailbox,3
only,1357
onofre,10
onset,16
onshore,5
onstream,4
ontario,12
onto,61
onus,12
onward,3
onwards,1
ooc,1
oom,10
oops,1
op,26
opa,1
opal,3
opart,1
opec,7
oped,2
open,438
opened,66
opener,5
opening,44
openings,2
openly,16
openness,1
opens,23
opensecrets,1
opera,1
operate,194
operated,62
operates,84
operating,330
operation,198
operational,38
operationally,5
operations,244
operative,4
operatives,13
operator,582
operators,140
opex,3
opey,1
opg,4
opic,18
opined,1
opinion,100
opinionjournal,1
opinions,17
oportunidades,1
oppel,6
oppening,1
opponent,7
opponents,42
opportunism,1
opportunistic,3
opportunities,78
opportunity,152
oppose,83
opposed,178
opposes,25
opposing,23
opposite,29
opposition,141
oprs,2
ops,4
opt,16
opted,6
optic,10
optical,5
optimal,5
optimising,1
optimism,30
optimist,3
optimistic,57
optimists,4
optimization,2
optimum,1
opting,1
option,81
optional,1
optionality,4
options,112
opts,3
oqh,1
oquinn,1
or,4013
ora,4
oracle,12
oral,6
orange,160
orchard,3
orchards,2
orchestrate,1
orchestrated,1
ordeal,5
order,1125
ordered,213
ordering,53
orderly,2
orders,137
orderthe,1
ordinance,2
ordinarily,4
ordinary,21
ordinate,1
ordinated,2
ordinating,1
ore,24
oregon,101
oren,6
org,124
orga,2
organ,2
organic,2
organisation,5
organisational,1
organisations,3
organising,1
organisms,1
organization,148
organizational,18
organizations,61
organize,9
organized,37
organizer,4
organizers,6
organizing,9
organs,2
orgin,2
orient,5
orientation,8
oriented,12
orig,2
origin,3
original,299
originalarrivaltime,1
originally,60
originated,2
origination,5
originators,2
orlando,2
orleans,1
orlov,1
ormond,3
ornate,1
oropeza,4
orthodox,3
orthodoxies,2
orthodoxy,2
ortiz,1
ortman,1
oruro,4
os,6
oscar,33
oscillating,2
ose,19
osl,1
osos,2
osp,1
osprey,3
ossa,4
ostensibly,3
oster,3
osx,5
ota,1
otc,15
otci,3
other,2277
others,462
otherwise,109
ots,25
ottawa,1
otter,1
otters,2
otto,2
ottumwa,7
ou,6
oude,12
ought,51
ouncil,1
our,1693
ours,18
ourselves,36
ousted,7
ousts,1
out,2391
outage,152
outages,444
outagewatch,2
outbound,3
outcome,45
outcomes,2
outcry,11
outdated,4
outdoing,2
outdoor,5
outdoors,3
outer,4
outfit,1
outfits,7
outflanking,2
outflow,7
outgoing,4
outgrown,1
outlandish,3
outlaw,2
outlaws,7
outlays,10
outlet,2
outlets,15
outline,14
outlined,36
outlines,7
outlining,6
outlook,78
outlooks,1
outlying,1
outmaneuver,2
outnumber,2
outnumbering,2
outpaced,1
outpaces,4
outpacing,2
outpatient,7
outperform,3
outperforming,2
output,192
outputs,5
outrage,10
outraged,38
outrageous,24
outreach,7
outright,18
outs,9
outset,3
outside,194
outsider,5
outsiders,7
outsize,7
outsized,8
outsource,7
outsourced,3
outsourcing,5
outspoken,11
outspokenly,2
outstanding,56
outstrip,5
outstripped,9
outstripping,4
outweigh,8
oval,3
oven,2
ovens,4
over,1604
overall,200
overanalyze,1
overarching,7
overbuilding,6
overbuilt,1
overburdened,1
overcame,2
overcharge,21
overcharged,119
overcharges,127
overcharging,39
overcome,19
overcoming,2
overcompensate,2
overcrowded,1
overdone,1
overdue,24
overdyke,1
overemphasize,1
overestimated,2
overextended,1
overfield,1
overflow,1
overflowing,1
overfunded,2
overhang,1
overhaul,7
overhauled,4
overhead,13
overheat,2
overheated,9
overheating,2
overindulged,2
overkill,1
overlap,10
overlay,1
overload,7
overloaded,13
overloads,3
overlook,2
overlooking,5
overlords,2
overly,13
overnight,42
overpaid,5
overpay,2
overpayment,11
overpriced,15
overpricing,1
overproduced,2
overreacting,1
overreliance,3
overreported,2
overridden,1
override,22
overriding,3
overrule,5
overruled,2
overruns,2
oversaw,14
overseas,11
oversee,7
overseeing,26
overseen,1
overseers,7
oversees,60
overshadowed,7
overshadowing,1
oversight,71
oversold,4
overstate,2
overstated,16
overstates,3
oversupply,5
overtaxed,3
overtime,13
overtly,1
overtures,5
overturn,15
overturned,1
overvalued,1
overview,11
overviews,4
overwhelm,6
overwhelmed,4
overwhelming,19
overwhelmingly,3
ow,4
owe,96
owed,256
owen,20
owens,19
owensboro,2
owes,113
owing,2
owls,3
own,627
owned,480
owner,105
owners,140
ownership,62
owning,24
owns,181
oxford,1
oxide,29
oxides,14
oxley,15
oxygen,14
oxygenate,1
oxygenates,1
oxymoron,1
oyama,1
oyster,5
oz,1
ozegalska,1
ozley,2
ozone,8
ozzie,2
p,468
pa,11
paa,1
pac,11
pacbell,18
pace,49
paced,1
pacheco,12
pacific,939
pacifica,3
pacificare,3
pacificorp,10
pacing,3
pack,17
package,107
packages,7
packaging,7
packard,9
packed,10
packing,4
packs,5
pacpress,1
pacs,1
pact,33
pacts,13
paddles,1
paddy,3
padmesh,3
padre,1
padron,6
pae,6
pagan,5
page,383
pagename,1
pager,19
pagers,7
pages,21
pagewanted,2
pahos,1
pai,7
paid,739
pain,38
painewebber,1
painful,9
painfully,3
painless,10
pains,2
painstaking,2
paint,8
paintbrush,2
painted,11
painter,5
painting,5
pair,21
paired,3
paixao,1
pajamas,1
pakistan,5
pakistani,4
pakistanis,1
pal,2
palace,6
paladin,2
palatable,6
palaver,7
palazzari,2
pales,3
palestinian,6
palestinians,12
palisades,2
pall,2
palm,30
palmdale,6
palmer,196
palmers,1
palmert,7
palmerton,6
palmisano,3
palo,45
paloma,6
paloverde,4
palpable,10
paltrow,2
pam,17
pamela,9
pampered,2
pan,6
panacea,3
panama,16
pancaking,2
panda,2
pandaenergy,4
pandi,2
pandjaitan,1
paned,1
panel,166
panelist,2
panelists,8
panels,44
panelsists,1
panenergy,1
panetta,15
panhandle,3
panic,19
panicked,1
panicky,2
pankaj,1
pankhania,6
pannat,1
panorama,6
panoramic,4
pans,2
pantano,1
pantheon,2
pantoja,1
pants,6
pap,2
papa,6
papas,2
paper,147
paperrevised,1
papers,37
paperwork,10
par,4
para,11
parade,13
paradigm,15
paradox,4
paragraph,22
paragraphs,1
parallel,10
parallels,1
paralysis,5
paralyzed,3
paralyzing,2
paramedics,2
parameters,8
paramount,7
paranoid,1
paravicini,2
parcel,2
parcels,10
pardon,11
pardoned,2
pardoning,2
pardons,2
pare,4
parent,195
parentheses,4
parenthood,1
parents,7
pariah,5
paribas,1
parikh,1
paris,14
parish,2
parity,3
park,104
parked,5
parker,2
parking,28
parkinson,2
parkland,7
parks,15
parkway,3
parlance,1
parliament,6
parliamentary,3
parlor,10
parlors,14
parquet,25
parse,1
parsed,4
parsley,1
parsons,23
part,809
partcipating,1
parte,2
parti,2
partial,86
partially,22
participant,107
participants,145
participate,66
participated,12
participates,1
participating,28
participation,30
participatory,2
particles,2
particpated,2
particular,76
particularly,163
particulars,5
particulates,2
parties,222
partisan,32
partisans,3
partition,2
partitioning,1
partly,51
partner,41
partnered,2
partnering,1
partners,79
partnerschevron,1
partnership,34
partnerships,94
parts,123
party,298
pas,1
pasadena,17
pascal,1
paso,240
pass,214
passage,31
passcode,1
passe,1
passed,208
passenger,11
passengers,13
passes,32
passing,99
passion,1
passionate,4
passions,2
passive,3
passthroughs,2
password,16
past,505
pasta,3
paste,2
pasted,5
pastor,1
pastoral,2
pat,88
patagonia,2
pataki,2
patch,26
patched,1
patches,7
patching,1
patchwork,2
patel,7
patented,1
patently,1
patents,1
paterniti,1
path,46
pathbreaker,2
pathetic,2
pathos,1
paths,3
patience,7
patient,3
patients,23
patil,1
patricia,6
patrick,92
patrol,16
patrolling,2
patrols,1
patron,1
patronage,1
patronized,1
patrons,4
pattern,44
patterns,20
patterson,19
patti,2
patton,2
patty,4
paul,278
paula,50
pauline,6
paulita,1
paulo,3
pauper,1
pause,5
paused,3
pavan,1
pave,3
paving,10
pavlou,2
paw,2
pawn,9
paws,1
paxson,1
pay,1540
payable,2
payback,7
paybacks,2
paycheck,8
paychecks,2
payer,7
payers,11
paying,383
payingt,1
payload,1
paymensts,1
payment,216
payments,326
payne,4
payoff,5
payout,4
payroll,36
payrolls,2
pays,47
paz,1
pb,1
pbr,4
pbs,3
pc,6
pcervin,2
pcg,41
pckissel,2
pcx,14
pd,4
pdf,91
pdt,79
pdx,125
pe,1
pea,5
peabody,11
peace,84
peaceful,6
peaches,5
peak,301
peaked,13
peaker,107
peakers,6
peaking,112
peaks,5
peanut,2
peapp,1
pearce,1
pease,2
peccorp,1
peco,7
pecoraro,4
peculiar,2
pedal,2
pedaled,2
peddling,1
pedestrians,6
pedro,1
peebles,2
peek,2
peel,6
peele,5
peep,2
peephole,3
peer,8
peering,2
peers,13
peevey,18
peg,4
pegasus,1
pegged,20
pegging,2
peggy,69
peigan,1
pela,2
pelican,1
pellecchia,2
pelo,1
pelosi,4
pelote,8
pelted,1
peltz,1
pembroke,1
pemex,5
pen,2
pena,1
penalities,1
penalize,3
penalized,2
penalizing,1
penalties,57
penalty,39
pence,13
penchant,1
pendency,1
pender,2
pending,118
pendleton,21
pendulum,1
penetration,7
peninsula,6
penn,2
pennies,17
pennsylvania,84
penny,12
pension,32
pensions,3
penson,3
pensotti,1
pentagon,13
people,1120
peoples,1
peoria,3
peper,1
peppered,7
peppers,2
per,822
perata,3
perceive,2
perceived,6
percent,1730
percentage,61
percentages,1
percentile,2
perception,9
perceptions,5
perez,5
perfect,17
perfected,1
perfecting,1
perfectly,16
perform,32
performance,98
performances,12
performed,10
performer,1
performers,15
performing,29
perhaps,159
peril,15
perilous,2
perilously,3
perils,4
perimeter,1
period,236
periodic,14
periodically,1
periods,97
peripheral,2
periphery,1
perishable,1
perk,1
perked,3
perkins,56
perla,9
perlis,1
perlman,8
permanent,36
permanently,9
permeates,3
permian,2
permissible,8
permission,18
permit,57
permits,36
permitted,43
permitting,32
perot,11
perpective,1
perpetrating,2
perpetual,7
perrigo,1
perrino,18
perry,8
persepective,5
persian,2
persist,4
persistence,1
persistent,8
persists,3
person,109
personal,88
personalise,1
personalised,1
personality,1
personally,54
personnel,25
persons,9
perspective,56
persuade,18
persuaded,14
persuades,5
persuading,3
persuasion,4
persuasive,4
persuasively,4
pertain,2
pertaining,4
pertinent,1
pertinently,1
perturbation,4
peru,2
perun,2
perusal,1
peruvian,1
pervasive,2
perverse,4
perversely,2
pervez,2
peschke,2
peso,5
pespico,1
pessimism,2
pessimistic,4
pest,5
pestered,1
pestering,1
pet,4
petaluma,5
petco,3
pete,44
peter,172
peters,15
peterson,7
petite,2
petition,56
petitioned,2
petitions,2
petree,1
petrobr,2
petrobras,13
petrochemical,2
petrochemicals,2
petrochko,34
petroleos,1
petroleum,34
petroliam,1
petrosian,1
pettersen,2
petty,5
peyton,62
pfeiler,24
pfizer,1
pfox,3
pg,2773
pga,4
pge,43
pgp,1
pgsmi,4
pgt,2
ph,8
phanaway,1
phantom,7
pharaohs,2
pharmaceutical,2
pharmaceuticals,12
pharmacies,2
pharms,2
phase,64
phased,16
phaser,3
phases,4
phasing,8
phc,2
phd,5
phds,2
phenomenol,3
phenomenon,10
phi,4
phibro,2
phil,66
philadelphia,8
philanthropic,1
philanthropy,3
philip,10
philipp,14
philippe,6
philippines,7
philips,3
phillip,18
phillipp,1
phillips,36
philm,2
philosophical,3
philosophy,22
philpott,1
phjw,3
phleger,7
phobia,3
phoenix,30
phone,142
phones,18
phony,2
photo,112
photoarchive,12
photographer,28
photographing,1
photographs,5
photophoto,2
photos,16
photovoltaic,11
photovoltaics,4
php,4
phrase,3
phy,2
phyiscal,1
physical,84
physically,5
physician,2
pia,1
pic,14
pick,45
picked,17
pickens,1
pickering,9
pickers,2
picketed,1
picketeers,1
picketers,2
picking,8
pickling,1
pickover,5
picks,2
pickup,1
pickups,3
pico,7
picture,77
pictured,1
pictures,1
picturing,3
pie,8
piece,74
piecemeal,1
pieces,21
piecing,2
pied,1
pieeline,1
piekielniak,2
pieper,3
pier,4
pierce,13
pierre,1
pig,2
pigott,4
pigs,8
pile,24
